OG0001871	macromolecule glycosylation
OG0000266	Belongs to the glycosyl hydrolase 30 family
OG0003515	PFAM N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)
OG0000945	cilium assembly
OG0002380	6phosphofructo2kinase
OG0003429	Solute carrier family 9, subfamily A (NHE9, cation proton antiporter 9), member 9
OG0000805	Belongs to the mitochondrial carrier (TC 2.A.29) family
OG0006579	Diaminopropionate ammonia-lyase
OG0002809	metalloendopeptidase activity
OG0000278	ADP-ribosylation crystallin J1
OG0007215	Growth-arrest specific micro-tubule binding
OG0006650	Signal peptide peptidase
OG0001095	Glycoside hydrolase family 16
OG0000659	Protein disulfide isomerase
OG0000106	Aldo/keto reductase family
OG0000606	U2 snRNP auxiliary factor small
OG0000601	RNA recognition motif
OG0007377	Catalyzes the reduction of tatronate semialdehyde to D- glycerate
OG0000713	It is involved in the biological process described with tricarboxylic acid cycle
OG0004859	sequence-specific DNA binding
OG0005307	dihydrokaempferol 4-reductase activity
OG0001101	carbohydrate kinase activity
OG0000964	Belongs to the protein kinase superfamily
OG0001666	Succinylglutamate desuccinylase / Aspartoacylase family
OG0007503	Potassium voltage-gated channel subfamily A member 5
OG0000940	ABC1 family
OG0002583	Dynein light chain protein
OG0000251	RNA binding protein, contains ribosomal protein S1 domain
OG0003523	RibD C-terminal domain
OG0005969	intracellular chloride channel activity
OG0007104	cytochrome b5
OG0007225	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
OG0006994	GDP-mannose 4,6 dehydratase
OG0002585	protein kinase activity
OG0001675	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions
OG0001550	Phytochelatin synthase
OG0001905	Acetyl-coenzyme A transporter 1
OG0004925	Deleted in primary ciliary dyskinesia homolog (mouse)
OG0002151	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits
OG0004662	Putative esterase
OG0003436	Dihydrouridine synthase (Dus)
OG0005423	Calcineurin-like phosphoesterase
OG0002370	Source PGD
OG0000074	potassium voltage-gated channel
OG0007619	rRNA (guanine-N7)-methylation
OG0000726	heavy chain
OG0006715	argininosuccinate lyase
OG0001652	U4 snRNA binding
OG0001465	Belongs to the NiCoT transporter (TC 2.A.52) family
OG0000761	SelR domain
OG0001546	Belongs to the eukaryotic ribosomal protein eL13 family
OG0004928	Belongs to the DHHC palmitoyltransferase family
OG0004009	SNF2 family N-terminal domain
OG0006744	Mitogen-activated protein kinase
OG0000550	COG1819 Glycosyl transferases, related to UDP-glucuronosyltransferase
OG0001166	RNA recognition motif
OG0002114	Vacuolar ATP synthase subunit D
OG0002716	mitochondrial respiratory chain complex I assembly
OG0002424	positive regulation of nuclear receptor transcription coactivator activity
OG0003077	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain
OG0001581	RING-type zinc-finger
OG0001673	essential for photochemical activity. FB is the terminal electron acceptor of PSI, donating electrons to ferredoxin. The C-terminus interacts with PsaA B D and helps assemble the protein into the PSI complex. Required for binding of PsaD and PsaE to PSI. PSI is a plastocyanin cytochrome c6- ferredoxin oxidoreductase, converting photonic excitation into a charge separation, which transfers an electron from the donor P700 chlorophyll pair to the spectroscopically characterized acceptors A0, A1, FX, FA and FB in turn
OG0004934	U5 snRNP-associated
OG0001935	bis(5'-adenosyl)-triphosphatase activity
OG0005050	Caspase domain
OG0003647	snRNP Sm proteins
OG0006709	Fibronectin fibrinogen-binding protein
OG0000211	protein folding
OG0000066	phosphatase 2c
OG0001572	Carbamoyl-phosphate synthase small chain, CPSase domain
OG0004057	DNA polymerase iota
OG0006146	Prismane/CO dehydrogenase family
OG0005539	alpha-galactosidase activity
OG0004460	intraciliary retrograde transport
OG0000482	WD domain, G-beta repeat
OG0002059	Copine
OG0005898	Fatty acid hydroxylase superfamily
OG0002912	protein folding
OG0004428	MgtC family
OG0000696	C-5 cytosine-specific DNA methylase
OG0000356	calcium-dependent cell-matrix adhesion
OG0001057	Vacuolar-processing enzyme. Source PGD
OG0002880	Belongs to the cytochrome b5 family
OG0000388	GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle
OG0005301	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors
OG0000183	cGMP-dependent protein kinase activity
OG0005756	Belongs to the aspartokinase family
OG0000401	protein-arginine omega-N asymmetric methyltransferase activity
OG0002881	DCN1. Source PGD
OG0006728	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR
OG0001562	Exostosin family
OG0002154	Mitochondrial branched-chain alpha-ketoacid dehydrogenase kinase
OG0000864	voltage-gated potassium channel activity
OG0005288	dynein light chain binding
OG0000933	Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX
OG0001811	Acts as a Mg(2 ) transporter. Can also transport other divalent cations such as Fe(2 ), Sr(2 ), Ba(2 ), Mn(2 ) and Co(2 ) but to a much less extent than Mg(2 )
OG0000311	Transmembrane and tetratricopeptide repeat containing 1
OG0000832	PFAM Phosphoglycerate mutase
OG0001143	heat shock protein DnaJ
OG0000645	ATP transmembrane transporter activity
OG0002469	U3 small nucleolar ribonucleoprotein
OG0002819	transferase activity, transferring hexosyl groups
OG0001837	cAMP-dependent protein kinase catalytic subunit
OG0005992	Pentatricopeptide repeat-containing protein
OG0002929	Oxygenase, catalysing oxidative methylation of damaged DNA
OG0000374	enoyl-CoA hydratase activity
OG0000027	kinesin. Source PGD
OG0002844	ABC transporter I family member
OG0000033	2OG-Fe(II) oxygenase superfamily
OG0002770	Belongs to the CDP-alcohol phosphatidyltransferase class-I family
OG0003542	Cytochrome C oxidase assembly
OG0001390	Monodehydroascorbate reductase
OG0007305	Source PGD
OG0007066	It is involved in the biological process described with protein secretion
OG0004411	Nitroreductase family
OG0006782	Mitochondrial matrix Mmp37
OG0007574	Starch binding domain
OG0000160	ubiquitin-protein transferase activity
OG0001248	Belongs to the ATG8 family
OG0000094	Elongation factor 2
OG0003886	ATP-dependent RNA helicase
OG0002425	chloride channel activity
OG0001935	Carbon-nitrogen hydrolase. Source PGD
OG0004091	2-acylglycerol O-acyltransferase activity
OG0000254	dynein heavy chain
OG0000034	ATP-dependent helicase
OG0002858	Mitochondrial carrier protein
OG0003173	EF-hand, calcium binding motif
OG0000169	Protein tyrosine kinase
OG0002594	Alpha-kinase family
OG0000917	THUMP
OG0005213	Mortierella verticillata NRRL 6337
OG0004444	Belongs to the MT-A70-like family
OG0000034	Pre-mRNA-splicing factor ATP-dependent RNA helicase
OG0002514	cAMP-dependent protein kinase regulator activity
OG0002513	RNA binding protein
OG0002176	endonuclease III
OG0006699	Ubiquitin specific peptidase 19
OG0006392	Belongs to the MCM family
OG0005732	Lipase (class 3)
OG0002832	Ergosterol biosynthesis ERG4/ERG24 family
OG0001677	Alpha-tubulin suppressor and related RCC1 domain-containing
OG0000202	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,3-N-acetylglucosaminyltransferase activity
OG0000953	divinyl chlorophyllide a 8-vinyl-reductase activity
OG0003627	glutathione peroxidase activity
OG0006549	amino acid transport
OG0000775	protein autoubiquitination
OG0007313	oxidative phosphorylation uncoupler activity
OG0001350	translation elongation factor activity
OG0003688	rna exonuclease
OG0006176	procollagen-lysine 5-dioxygenase activity
OG0000019	mRNA cleavage involved in gene silencing by miRNA
OG0005693	demethylase 8
OG0000517	alpha-amylase
OG0001497	Calcium-dependent protein kinase
OG0002172	Heme oxygenase
OG0004357	calcium-dependent cysteine-type endopeptidase activity
OG0006380	catechol O-methyltransferase activity
OG0003353	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
OG0000515	Calcineurin-like phosphoesterase
OG0001372	secondary active sulfate transmembrane transporter activity
OG0001260	DNA mismatch repair
OG0000354	phosphatase
OG0004889	Possible plasma membrane-binding motif in junctophilins, PIP-5-kinases and protein kinases.
OG0003257	Acyl-coenzyme A thioesterase
OG0002444	3'-5' exonuclease
OG0005981	snRNP Sm proteins
OG0005534	ribosomal protein
OG0005240	Thiolesterase that catalyzes the hydrolysis of S-D- lactoyl-glutathione to form glutathione and D-lactic acid
OG0001385	serine-type endopeptidase activity
OG0001769	hydrogen-translocating pyrophosphatase activity
OG0000769	Belongs to the universal ribosomal protein uL3 family
OG0002117	alpha-galactosidase
OG0007421	Metallo-beta-lactamase superfamily
OG0007256	Component of the cytosolic iron-sulfur (Fe-S) protein assembly (CIA) machinery. Required for the maturation of extramitochondrial Fe-S proteins. Part of an electron transfer chain functioning in an early step of cytosolic Fe-S biogenesis. Transfers electrons from NADPH to the Fe-S cluster of the anamorsin DRE2 homolog
OG0002337	ABC transporter B family member
OG0006135	GTP-binding Protein
OG0002994	Belongs to the glutathione peroxidase family
OG0003216	Proteasome subunit alpha type
OG0002309	TRNA (Uracil-5-)-methyltransferase. Source PGD
OG0002118	steroid binding
OG0000633	PPPDE putative peptidase domain
OG0003740	Protein phosphatase 2b regulatory
OG0000475	Subunit of the adaptor protein complex 2 (AP-2). Adaptor protein complexes function in protein transport via transport vesicles in different membrane traffic pathways. Adaptor protein complexes are vesicle coat components and appear to be involved in cargo selection and vesicle formation. AP-2 is involved in clathrin-dependent endocytosis in which cargo proteins are incorporated into vesicles surrounded by clathrin (clathrin-coated vesicles, CCVs) which are destined for fusion with the early endosome
OG0002137	acetolactate synthase activity
OG0001575	taurine catabolism dioxygenase
OG0007041	cytochrome C oxidase assembly protein cox11
OG0005553	homolog 6
OG0006337	Scaffold protein Nfu/NifU N terminal
OG0005065	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system
OG0007030	Converts the preformed base xanthine, a product of nucleic acid breakdown, to xanthosine 5'-monophosphate (XMP), so it can be reused for RNA or DNA synthesis
OG0001250	Carboxylesterase family
OG0003299	Endoplasmic reticulum metallopeptidase
OG0006885	Belongs to the DHHC palmitoyltransferase family
OG0003997	EF-hand, calcium binding motif
OG0007667	protein kinase activity
OG0003015	Rhomboid-like protein
OG0000090	Cid1 family poly A polymerase
OG0006760	reductase
OG0007441	Tubulin tyrosine ligase-like family, member 11
OG0005271	ubiquitin protein ligase binding
OG0002261	alpha beta
OG0006328	UDP-galactose transmembrane transporter activity
OG0005705	Required for the first step in the synthesis of diphthamide, a post-translational modification of histidine which occurs in translation elongation factor 2
OG0001395	Belongs to the universal ribosomal protein uS4 family
OG0005577	Rab subfamily of small GTPases
OG0003197	hippo signaling
OG0001844	Catalyzes the phosphorylation of pyruvate to phosphoenolpyruvate
OG0006181	RNA recognition motif
OG0004316	phosphoglycerate dehydrogenase activity
OG0001030	RNA binding
OG0000175	Rab subfamily of small GTPases
OG0000011	Belongs to the protein kinase superfamily
OG0000188	phospholipid-translocating ATPase activity
OG0002979	Rad17 cell cycle checkpoint protein
OG0005972	N-(5'phosphoribosyl)anthranilate (PRA) isomerase
OG0006316	Catalyzes the phosphorylation of pyrimidine nucleoside monophosphates at the expense of ATP. Plays an important role in de novo pyrimidine nucleotide biosynthesis. Has preference for UMP and dUMP as phosphate acceptors, but can also use CMP, dCMP and AMP
OG0007607	oxidoreductase activity
OG0004699	Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins
OG0000382	DNA photolyase
OG0000598	Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif
OG0005680	Anaphase-promoting complex subunit 4 WD40 domain
OG0000436	ABC transporter
OG0001352	negative regulation of Rho-dependent protein serine/threonine kinase activity
OG0001521	Belongs to the GDA1 CD39 NTPase family
OG0003164	The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor
OG0003357	glutathione transferase activity
OG0005663	Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
OG0001879	Ankyrin repeat
OG0007286	Dual specificity protein phosphatase 12. Source PGD
OG0004002	mitochondrial pyruvate transmembrane transport
OG0005888	ThiF family
OG0002633	AMMECR1
OG0002348	calcium ion binding
OG0001357	Inhibitor of nuclear factor kappa-B kinase subunit
OG0000879	-
OG0000576	Phosphorylase kinase, gamma
OG0004348	molecular chaperone
OG0000344	Adenylyl- / guanylyl cyclase, catalytic domain
OG0000504	lysine N-methyltransferase activity
OG0000105	Belongs to the MIP aquaporin (TC 1.A.8) family
OG0006737	Belongs to the peroxidase family
OG0002563	-
OG0000106	oxidoreductase activity
OG0003623	cAMP-dependent protein kinase regulator activity
OG0006798	Transmembrane E3 ubiquitin-protein ligase
