OG0002766	Durusdinium17035	K14569
OG0003823	Durusdinium12031	K15687
OG0000060	Durusdinium4721	K24764
OG0002691	Durusdinium11875	K07767
OG0001975	Durusdinium49148	K02934
OG0000016	Durusdinium39242	K06180
OG0007506	Durusdinium18109	K10735
OG0005436	Durusdinium3580	K06974
OG0001288	Durusdinium28996	K06641
OG0002589	Durusdinium30591	K11982
OG0000743	Durusdinium49022	K03773
OG0000350	Durusdinium18424	K13806
OG0000691	Durusdinium50342	K18416
OG0005083	Durusdinium51601	K02183
OG0003335	Durusdinium35292	K12132
OG0002608	Durusdinium32121	K15190
OG0002074	Durusdinium517	K14938
OG0000148	Durusdinium23200	K01382
OG0001674	Durusdinium18910	K22684
OG0000469	Durusdinium9943	K18849
OG0004554	Durusdinium27577	K15630
OG0006710	Durusdinium39268	K08292
OG0000568	Durusdinium51927	K00850
OG0004504	Durusdinium37169	K04771
OG0001619	Durusdinium8298	K03417
OG0000510	Durusdinium38766	K24512
OG0000135	Durusdinium51000	K15502
OG0003022	Durusdinium34066	K06176
OG0000309	Durusdinium49030	K22762
OG0000061	Durusdinium20855	K04857
OG0003758	Durusdinium16422	K03453
OG0000428	Durusdinium9121	K25378
OG0000306	Durusdinium35135	K11647
OG0001566	Durusdinium31604	K01886
OG0006046	Durusdinium7508	K17972
OG0000017	Durusdinium42742	K04905
OG0001641	Durusdinium37614	K27391
OG0000914	Durusdinium19751	K01358
OG0000046	Durusdinium31761	K10380
OG0004149	Durusdinium42155	K14652
OG0000157	Durusdinium37010	K05665
OG0005328	Durusdinium32012	K10866
OG0005380	Durusdinium28585	K00611
OG0005383	Durusdinium37698	K09259
OG0000048	Durusdinium40141	K24427
OG0004486	Durusdinium52612	K19932
OG0002236	Durusdinium49790	K01054
OG0000961	Durusdinium27881	K00020
OG0005430	Durusdinium39796	K05643
OG0002548	Durusdinium5523	K14379
OG0001738	Durusdinium13596	K10408
OG0002862	Durusdinium55275	K11977
OG0000082	Durusdinium29911	K25230
OG0000472	Durusdinium1357	K10669
OG0007472	Durusdinium34610	K06173
OG0000611	Durusdinium19986	K04371
OG0002987	Durusdinium19640	K14458
OG0000478	Durusdinium40535	K10408
OG0002068	Durusdinium8355	K03675
OG0000057	Durusdinium25536	K20717
OG0000616	Durusdinium24855	K08568
OG0001645	Durusdinium29075	K10594
OG0000041	Durusdinium32716	K12132
OG0000583	Durusdinium36479	K14415
OG0005144	Durusdinium35502	K10595
OG0006559	Durusdinium18958	K11099
OG0003026	Durusdinium44195	K02887
OG0006603	Durusdinium41654	K02886
OG0001624	Durusdinium1675	K04077
OG0000837	Durusdinium32271	K00831
OG0000374	Durusdinium6322	K01715
OG0007480	Durusdinium44432	K11253
OG0003326	Durusdinium39591	K19612
OG0006480	Durusdinium47154	K16462
OG0004756	Durusdinium38222	K19613
OG0004292	Durusdinium50003	K26808
OG0002475	Durusdinium18154	K04563
OG0006357	Durusdinium18989	K17579
OG0004498	Durusdinium21247	K01867
OG0001683	Durusdinium43612	K12460
OG0006405	Durusdinium26705	K05389
OG0002212	Durusdinium19387	K09667
OG0001247	Durusdinium23733	K01139
OG0000954	Durusdinium47641	K22684
OG0006024	Durusdinium35395	K01634
OG0002443	Durusdinium27244	K12823
OG0001999	Durusdinium13514	K01889
OG0005181	Durusdinium20213	K01307
OG0000034	Durusdinium40553	K14442
OG0005948	Durusdinium51287	K19765
OG0000510	Durusdinium17362	K24512
OG0006985	Durusdinium35175	K14209
OG0002784	Durusdinium31447	K00503
OG0006661	Durusdinium22904	K01874
OG0000700	Durusdinium15091	K03083
OG0002977	Durusdinium37426	K05658
OG0005099	Durusdinium18679	K08794
OG0000805	Durusdinium26702	K15112
OG0002444	Durusdinium52182	K18740
OG0000085	Durusdinium22763	K17943
OG0002405	Durusdinium5141	K10773
OG0000389	Durusdinium36031	K10960
OG0002385	Durusdinium20166	K02433
OG0002203	Durusdinium29385	K11863
OG0007569	Durusdinium24306	K14165
OG0000518	Durusdinium31470	K06168
OG0000958	Durusdinium26465	K25808
OG0000181	Durusdinium40470	K07151
OG0000088	Durusdinium13025	K07376
OG0006180	Durusdinium28801	K01519
OG0001739	Durusdinium32061	K03068
OG0001014	Durusdinium15002	K13719
OG0001289	Durusdinium27113	K24939
OG0005932	Durusdinium36267	K13412
OG0002909	Durusdinium31087	K04892
OG0007727	Durusdinium19385	K06133
OG0001000	Durusdinium26008	K25425
OG0000457	Durusdinium25835	K16603
OG0003149	Durusdinium38751	K08869
OG0000057	Durusdinium32928	K08867
OG0000207	Durusdinium12175	K12492
OG0000029	Durusdinium27780	K04955
OG0000328	Durusdinium4026	K02155
OG0000033	Durusdinium19891	K10860
OG0000254	Durusdinium10250	K10408
OG0006356	Durusdinium52323	K16466
OG0004012	Durusdinium11210	K19603
OG0003549	Durusdinium37293	K19760
OG0005796	Durusdinium2095	K02950
OG0004857	Durusdinium25125	K15734
OG0004259	Durusdinium13482	K07937
OG0002657	Durusdinium33234	K18055
OG0002400	Durusdinium41248	K04605
OG0005078	Durusdinium25435	K15015
OG0000058	Durusdinium30306	K04648
OG0004928	Durusdinium42134	K20029
OG0000254	Durusdinium15121	K10408
OG0004389	Durusdinium10286	K10412
OG0000005	Durusdinium49208	K10398
OG0000323	Durusdinium36118	K12598
OG0005429	Durusdinium23627	K06213
OG0000496	Durusdinium46073	K03671
OG0001243	Durusdinium49046	K10370
OG0000084	Durusdinium11517	K03257
OG0004466	Durusdinium27259	K01052
OG0000539	Durusdinium37157	K02987
OG0000089	Durusdinium39426	K10408
OG0002297	Durusdinium8218	K16726
OG0000247	Durusdinium23863	K02471
OG0000382	Durusdinium31484	K25656
OG0000925	Durusdinium28552	K12132
OG0002845	Durusdinium43089	K11251
OG0001429	Durusdinium36821	K19737
OG0006771	Durusdinium9153	K00130
OG0007036	Durusdinium23339	K10455
OG0003431	Durusdinium25449	K03843
OG0000860	Durusdinium40605	K01537
OG0000166	Durusdinium40660	K04567
OG0003165	Durusdinium18453	K27411
OG0000140	Durusdinium34800	K10380
OG0001087	Durusdinium20311	K09508
OG0006889	Durusdinium44136	K09861
OG0003771	Durusdinium18451	K03362
OG0000052	Durusdinium30874	K04739
OG0000080	Durusdinium19887	K14379
OG0006406	Durusdinium21074	K11160
OG0005177	Durusdinium34768	K06180
OG0001557	Durusdinium38284	K13510
OG0001018	Durusdinium32705	K10523
OG0003021	Durusdinium27424	K23909
OG0000719	Durusdinium31102	K00031
OG0000004	Durusdinium24380	K12132
OG0003556	Durusdinium43058	K07783
OG0001245	Durusdinium40061	K19480
OG0000751	Durusdinium36133	K08850
OG0002788	Durusdinium24623	K16900
OG0002450	Durusdinium35120	K19759
OG0006748	Durusdinium11484	K25458
OG0003676	Durusdinium54346	K12348
OG0000331	Durusdinium31248	K04954
OG0005683	Durusdinium49458	K16457
OG0005575	Durusdinium17047	K20181
OG0005755	Durusdinium22070	K15042
OG0001556	Durusdinium25960	K00972
OG0000209	Durusdinium39314	K14440
OG0000326	Durusdinium36952	K06070
OG0003726	Durusdinium46152	K20242
OG0000908	Durusdinium35322	K16602
OG0000052	Durusdinium40844	K04739
OG0006804	Durusdinium19896	K12132
OG0005952	Durusdinium32504	K00344
OG0002971	Durusdinium14894	K16608
OG0005263	Durusdinium41706	K14564
OG0005092	Durusdinium22088	K08486
OG0000003	Durusdinium1626	K09255
OG0006128	Durusdinium49073	K07766
OG0003161	Durusdinium51712	K08493
OG0002259	Durusdinium26541	K09255
OG0004933	Durusdinium15177	K07374
OG0003226	Durusdinium534	K17550
OG0001102	Durusdinium43522	K03386
OG0007397	Durusdinium20473	K13412
OG0000756	Durusdinium31710	K24182
OG0003264	Durusdinium22508	K00939
OG0000078	Durusdinium55818	K01323
OG0006106	Durusdinium30848	K23490
OG0001352	Durusdinium46850	K16735
OG0000041	Durusdinium6638	K13412
OG0001042	Durusdinium7099	K00958
OG0000807	Durusdinium17839	K04461
OG0002677	Durusdinium1901	K25551
OG0004859	Durusdinium25675	K16328
OG0002289	Durusdinium4172	K01785
OG0000644	Durusdinium8797	K01099
OG0004368	Durusdinium19636	K11087
OG0001804	Durusdinium27193	K10277
OG0001268	Durusdinium31659	K00826
OG0000014	Durusdinium49783	K15498
OG0002844	Durusdinium28633	K12608
OG0005822	Durusdinium44454	K05758
OG0000843	Durusdinium12790	K16302
OG0000264	Durusdinium54988	K13953
OG0006915	Durusdinium43004	K07300
OG0003627	Durusdinium34070	K00432
OG0001541	Durusdinium11046	K09578
OG0006999	Durusdinium197	K20101
OG0001553	Durusdinium5982	K07748
OG0007070	Durusdinium24720	K01307
OG0002180	Durusdinium45859	K10799
OG0000002	Durusdinium40284	K09255
OG0000113	Durusdinium19136	K04456
OG0000499	Durusdinium15737	K09540
OG0006557	Durusdinium7947	K20791
OG0000313	Durusdinium38666	K09487
OG0004462	Durusdinium30389	K13293
OG0000014	Durusdinium22369	K06269
OG0000123	Durusdinium32955	K08796
OG0000003	Durusdinium46392	K21440
OG0000667	Durusdinium22992	K01915
OG0000449	Durusdinium8954	K03164
OG0004062	Durusdinium55677	K24926
OG0003269	Durusdinium34361	K04794
OG0000075	Durusdinium40325	K00889
OG0004711	Durusdinium32693	K01408
OG0000034	Durusdinium40124	K13026
OG0006316	Durusdinium8782	K13800
OG0004741	Durusdinium19475	K13412
OG0000156	Durusdinium24924	K10407
OG0003359	Durusdinium5573	K07432
OG0007322	Durusdinium13887	K00878
OG0007545	Durusdinium33874	K00645
OG0002923	Durusdinium28874	K10223
OG0001811	Durusdinium27020	K22733
OG0000361	Durusdinium37529	K10615
OG0004553	Durusdinium29528	K27277
OG0000335	Durusdinium36804	K05673
OG0005317	Durusdinium49925	K16862
OG0005235	Durusdinium43059	K12825
OG0001381	Durusdinium8021	K04461
OG0000005	Durusdinium24046	K10397
OG0007205	Durusdinium22895	K13354
OG0005474	Durusdinium26940	K16582
OG0003552	Durusdinium33138	K14674
OG0002232	Durusdinium28828	K08151
OG0000415	Durusdinium17243	K14753
OG0001443	Durusdinium43608	K10798
OG0007677	Durusdinium49381	K03686
OG0000240	Durusdinium35737	K11085
OG0000329	Durusdinium47601	K14963
OG0006904	Durusdinium40099	K10595
OG0000057	Durusdinium20008	K04421
OG0000352	Durusdinium19792	K11426
OG0001593	Durusdinium32809	K21918
OG0005854	Durusdinium36299	K04460
OG0004492	Durusdinium31253	K02183
OG0000680	Durusdinium30410	K17943
OG0001632	Durusdinium25957	K16726
OG0000005	Durusdinium32096	K26157
OG0000091	Durusdinium40873	K13420
OG0003852	Durusdinium5376	K11755
OG0007160	Durusdinium46830	K18467
OG0001912	Durusdinium6445	K11628
OG0000263	Durusdinium33926	K20174
OG0006816	Durusdinium9360	K00604
OG0003057	Durusdinium223	K00473
OG0002700	Durusdinium27249	K01613
OG0007014	Durusdinium10158	K12132
OG0007202	Durusdinium17276	K09255
OG0002882	Durusdinium29488	K02900
OG0000802	Durusdinium13358	K00710
OG0000089	Durusdinium40698	K10408
OG0000153	Durusdinium40037	K00927
OG0006540	Durusdinium27006	K14950
OG0000821	Durusdinium35574	K24930
OG0001092	Durusdinium7791	K20603
OG0000852	Durusdinium10924	K04771
OG0000003	Durusdinium9054	K09255
OG0000503	Durusdinium28596	K01076
OG0000051	Durusdinium34351	K03798
OG0003189	Durusdinium22336	K19367
OG0001823	Durusdinium38864	K00803
OG0006757	Durusdinium29287	K04125
OG0000695	Durusdinium30430	K00845
OG0004251	Durusdinium36863	K21969
OG0002810	Durusdinium1641	K03260
OG0004029	Durusdinium32634	K05016
OG0001237	Durusdinium16393	K11855
OG0000741	Durusdinium1930	K04371
OG0003351	Durusdinium33148	K03797
OG0000172	Durusdinium36020	K04780
OG0005009	Durusdinium19596	K19760
OG0007520	Durusdinium12371	K08869
OG0006402	Durusdinium6942	K00059
OG0000371	Durusdinium32556	K09489
OG0001554	Durusdinium40627	K01404
OG0000164	Durusdinium6714	K20028
OG0000017	Durusdinium29098	K04951
OG0005401	Durusdinium32512	K11412
OG0001011	Durusdinium35625	K17759
OG0000004	Durusdinium52605	K08794
OG0005775	Durusdinium15543	K15100
OG0000079	Durusdinium27725	K08994
OG0006195	Durusdinium42984	K00067
OG0000158	Durusdinium31755	K00002
OG0001025	Durusdinium17332	K01768
OG0003557	Durusdinium15307	K03526
OG0000466	Durusdinium36488	K24427
OG0000444	Durusdinium40468	K07658
OG0000040	Durusdinium32917	K13761
OG0004645	Durusdinium9926	K03248
OG0002853	Durusdinium23439	K01177
OG0002191	Durusdinium9780	K12403
OG0001544	Durusdinium10618	K17065
OG0002681	Durusdinium19778	K00002
OG0000734	Durusdinium153	K01208
OG0000593	Durusdinium48074	K02971
OG0007015	Durusdinium38792	K25378
OG0000730	Durusdinium50106	K17943
OG0000140	Durusdinium40399	K01165
OG0007343	Durusdinium34052	K04780
OG0000211	Durusdinium9037	K09503
OG0003209	Durusdinium27169	K11293
OG0000109	Durusdinium50220	K09580
OG0001564	Durusdinium17666	K22262
OG0003466	Durusdinium17827	K13696
OG0001024	Durusdinium46709	K02977
OG0002673	Durusdinium29787	K06173
OG0000248	Durusdinium6967	K07300
OG0007305	Durusdinium55209	K24728
OG0005218	Durusdinium45937	K25587
OG0003675	Durusdinium27770	K26537
OG0000647	Durusdinium22159	K15283
OG0006998	Durusdinium36778	K19199
OG0002946	Durusdinium37216	K00101
OG0000306	Durusdinium37348	K20093
OG0003468	Durusdinium27067	K15336
OG0001068	Durusdinium49405	K07575
OG0002932	Durusdinium18120	K12581
OG0000442	Durusdinium53621	K24512
OG0002846	Durusdinium54324	K11969
OG0007626	Durusdinium17970	K25587
OG0007281	Durusdinium27546	K13412
OG0005323	Durusdinium17340	K20299
OG0003016	Durusdinium33458	K05928
OG0001238	Durusdinium12742	K14376
OG0000404	Durusdinium44732	K19525
OG0006950	Durusdinium23579	K17681
OG0003355	Durusdinium27213	K07931
OG0000142	Durusdinium35837	K15377
OG0004349	Durusdinium34532	K17943
OG0000238	Durusdinium11982	K00600
OG0005443	Durusdinium9219	K00380
OG0000933	Durusdinium46754	K03405
OG0004594	Durusdinium46340	K00108
OG0001422	Durusdinium37194	K19413
OG0003550	Durusdinium54453	K03798
OG0003321	Durusdinium34978	K04043
OG0006830	Durusdinium32833	K16219
OG0002187	Durusdinium36430	K08776
OG0000585	Durusdinium18182	K20003
OG0000090	Durusdinium7677	K14079
OG0001389	Durusdinium19194	K11703
OG0000895	Durusdinium9623	K13210
OG0000572	Durusdinium40296	K00284
OG0004642	Durusdinium30929	K22684
OG0000233	Durusdinium37200	K09255
OG0002570	Durusdinium42007	K17080
OG0005815	Durusdinium28308	K01522
OG0000617	Durusdinium8765	K01076
OG0000656	Durusdinium34508	K08848
OG0000351	Durusdinium34260	K15276
OG0000380	Durusdinium17538	K14835
OG0003774	Durusdinium26859	K25762
OG0001574	Durusdinium28292	K20030
OG0000019	Durusdinium40400	K14326
OG0005313	Durusdinium13344	K20298
OG0004248	Durusdinium25999	K16066
OG0003659	Durusdinium11705	K14207
OG0003388	Durusdinium38313	K05544
OG0001894	Durusdinium28669	K07735
OG0004300	Durusdinium46529	K08151
OG0004154	Durusdinium31813	K18417
OG0000255	Durusdinium39006	K08869
OG0000351	Durusdinium26554	K15276
OG0006334	Durusdinium46144	K10256
OG0000252	Durusdinium6164	K18059
OG0003636	Durusdinium35058	K07146
OG0002700	Durusdinium8095	K01613
OG0000164	Durusdinium44086	K20028
OG0002799	Durusdinium16585	K14709
OG0006991	Durusdinium55032	K19756
OG0005542	Durusdinium8828	K01205
OG0001009	Durusdinium54363	K00476
OG0006018	Durusdinium55327	K21436
OG0000605	Durusdinium30219	K02969
OG0005593	Durusdinium14888	K06180
OG0004923	Durusdinium54832	K12850
OG0000732	Durusdinium11409	K00939
OG0000594	Durusdinium24300	K16914
OG0000288	Durusdinium34292	K12041
OG0002973	Durusdinium8625	K22503
OG0000312	Durusdinium32718	K01338
OG0003690	Durusdinium19921	K26404
OG0004803	Durusdinium47286	K01304
OG0001360	Durusdinium15021	K00232
OG0006388	Durusdinium27633	K11152
OG0000617	Durusdinium55612	K01076
OG0004599	Durusdinium17778	K11972
OG0005757	Durusdinium45959	K03695
OG0004525	Durusdinium27876	K25166
OG0003055	Durusdinium17217	K01676
OG0001830	Durusdinium121	K21440
OG0006955	Durusdinium34901	K09255
OG0005155	Durusdinium24823	K19755
OG0005671	Durusdinium6974	K10393
OG0006667	Durusdinium34780	K00344
OG0006618	Durusdinium46326	K24685
OG0007395	Durusdinium27667	K23628
OG0005849	Durusdinium31044	K01081
OG0006861	Durusdinium27763	K00788
OG0001164	Durusdinium43353	K01835
OG0000027	Durusdinium4862	K10405
OG0006261	Durusdinium33075	K05286
OG0000763	Durusdinium11007	K14379
OG0000624	Durusdinium29695	K03688
OG0001664	Durusdinium17593	K04078
OG0000921	Durusdinium35946	K18443
OG0001613	Durusdinium34575	K09259
OG0005333	Durusdinium46043	K13239
OG0000948	Durusdinium468	K02945
OG0002754	Durusdinium33684	K04771
OG0003421	Durusdinium29189	K08794
OG0001654	Durusdinium25847	K15664
OG0000163	Durusdinium41239	K15667
OG0000011	Durusdinium54359	K08857
OG0000418	Durusdinium52268	K04554
OG0001408	Durusdinium11068	K15272
OG0004592	Durusdinium39709	K21396
OG0001449	Durusdinium34117	K15210
OG0000338	Durusdinium37542	K02355
OG0006101	Durusdinium15008	K22763
OG0000639	Durusdinium46598	K17725
OG0000125	Durusdinium24853	K22615
OG0000019	Durusdinium34716	K14326
OG0006222	Durusdinium53440	K03236
OG0006659	Durusdinium49412	K11366
OG0004798	Durusdinium41630	K19684
OG0001767	Durusdinium32910	K13348
OG0000075	Durusdinium19231	K11170
OG0007736	Durusdinium6764	K00287
OG0000444	Durusdinium49254	K07636
OG0006224	Durusdinium28639	K15104
OG0000217	Durusdinium38771	K24683
OG0007418	Durusdinium46896	K10442
OG0002608	Durusdinium18172	K15190
OG0001323	Durusdinium13621	K09255
OG0000507	Durusdinium29339	K06994
OG0006076	Durusdinium52310	K06970
OG0006677	Durusdinium32095	K04794
OG0000941	Durusdinium21048	K02371
OG0006846	Durusdinium24656	K09648
OG0006365	Durusdinium26817	K01915
OG0004142	Durusdinium24388	K14837
OG0005379	Durusdinium26160	K10396
OG0000936	Durusdinium29675	K01176
OG0002831	Durusdinium23342	K01456
OG0002308	Durusdinium38541	K05681
OG0000652	Durusdinium33942	K13412
OG0004551	Durusdinium20237	K08737
OG0003689	Durusdinium23527	K10669
OG0001513	Durusdinium29986	K01775
OG0005512	Durusdinium37260	K05931
OG0006002	Durusdinium9575	K15275
OG0001404	Durusdinium34094	K22588
OG0000075	Durusdinium30731	K00218
OG0000918	Durusdinium31838	K02693
OG0004238	Durusdinium17985	K10252
OG0006511	Durusdinium31339	K01738
OG0001073	Durusdinium20591	K02183
OG0003083	Durusdinium32521	K03120
OG0004427	Durusdinium14137	K25192
OG0002411	Durusdinium1716	K17338
OG0001867	Durusdinium27382	K13216
OG0002135	Durusdinium31104	K24842
OG0000151	Durusdinium28725	K13207
OG0001408	Durusdinium11916	K15272
OG0000025	Durusdinium9391	K07937
OG0002044	Durusdinium16631	K03424
OG0000067	Durusdinium25579	K01365
OG0004951	Durusdinium40705	K04426
OG0001011	Durusdinium31621	K17759
OG0007466	Durusdinium36238	K08869
OG0007296	Durusdinium15624	K15026
OG0004095	Durusdinium26375	K14079
OG0002086	Durusdinium40975	K00362
OG0000003	Durusdinium34580	K16726
OG0000361	Durusdinium32280	K10615
OG0002789	Durusdinium54224	K04459
OG0001476	Durusdinium3537	K08151
OG0002262	Durusdinium52905	K14016
OG0001923	Durusdinium36761	K07953
OG0003538	Durusdinium26016	K12164
OG0000945	Durusdinium30537	K16462
OG0007528	Durusdinium13872	K01358
OG0000265	Durusdinium6672	K04460
OG0000713	Durusdinium43947	K01647
OG0007642	Durusdinium28476	K08292
OG0004727	Durusdinium30269	K17686
OG0004764	Durusdinium38654	K23741
OG0002395	Durusdinium34988	K05592
OG0001864	Durusdinium19905	K03217
OG0000536	Durusdinium24169	K14755
OG0001174	Durusdinium44775	K00059
OG0003194	Durusdinium7761	K08272
OG0001184	Durusdinium26886	K12603
OG0000198	Durusdinium27238	K10661
OG0000292	Durusdinium41182	K03762
OG0001959	Durusdinium33930	K02183
OG0003861	Durusdinium19023	K20347
OG0003808	Durusdinium39299	K05724
OG0001180	Durusdinium3991	K17609
OG0002278	Durusdinium38687	K06180
OG0001137	Durusdinium33338	K12433
OG0007336	Durusdinium11777	K14411
OG0006730	Durusdinium693	K19002
OG0004476	Durusdinium14927	K01195
OG0005939	Durusdinium44226	K10732
OG0000004	Durusdinium52679	K13412
OG0001852	Durusdinium35105	K07305
OG0000909	Durusdinium32259	K06173
OG0004153	Durusdinium50724	K01056
OG0002201	Durusdinium46532	K02950
OG0002030	Durusdinium34913	K10225
OG0001041	Durusdinium12406	K06941
OG0002178	Durusdinium25202	K06974
OG0006885	Durusdinium6637	K20028
OG0003755	Durusdinium21132	K03000
OG0000105	Durusdinium3222	K09874
OG0002918	Durusdinium35129	K08994
OG0002909	Durusdinium23458	K04886
OG0000921	Durusdinium26703	K18441
OG0001188	Durusdinium49875	K12859
OG0000672	Durusdinium39337	K10747
OG0000656	Durusdinium20169	K15503
OG0002898	Durusdinium6598	K01178
OG0000904	Durusdinium33997	K19496
OG0003570	Durusdinium11722	K08869
OG0002821	Durusdinium27345	K00761
OG0006240	Durusdinium18464	K07376
OG0001075	Durusdinium28100	K13208
OG0000031	Durusdinium39667	K06180
OG0007541	Durusdinium34494	K03130
OG0007184	Durusdinium50432	K24749
OG0002125	Durusdinium50013	K22684
OG0000282	Durusdinium53597	K09568
OG0001967	Durusdinium20144	K01322
OG0000365	Durusdinium23214	K07304
OG0007496	Durusdinium19060	K15261
OG0006683	Durusdinium6010	K06943
OG0000123	Durusdinium36470	K12132
OG0006134	Durusdinium27057	K07565
OG0003968	Durusdinium37272	K03231
OG0001999	Durusdinium25792	K01889
OG0000066	Durusdinium52095	K17499
OG0000579	Durusdinium31694	K13210
OG0000458	Durusdinium27512	K00059
OG0000743	Durusdinium15052	K03772
OG0001853	Durusdinium11176	K01887
OG0001426	Durusdinium31808	K15429
OG0004721	Durusdinium17207	K24509
OG0003778	Durusdinium897	K02959
OG0002361	Durusdinium26695	K18204
OG0004970	Durusdinium5574	K02183
OG0001235	Durusdinium40388	K25866
OG0004996	Durusdinium32964	K00507
