OG0005813	K06630
OG0002533	K02183
OG0003720	K04515
OG0004806	K23555
OG0007085	K13126
OG0004878	K03113
OG0006907	K19269
OG0002752	K12394
OG0000359	K10408
OG0006752	K19374
OG0008479	K10799
OG0009177	K24743
OG0000814	K07238
OG0000075	K06258
OG0004214	K01054
OG0009248	K17267
OG0005821	K04708
OG0008614	K03237
OG0000209	K01179
OG0002346	K12817
OG0003353	K12859
OG0008526	K04711
OG0002451	K13010
OG0006364	K00565
OG0005577	K13510
OG0000511	K01669
OG0000765	K04739
OG0005560	K00733
OG0000352	K01601
OG0000327	K02995
OG0000047	K10358
OG0001230	K11824
OG0004873	K14772
OG0009236	K11438
OG0009238	K04459
OG0006099	K13963
OG0006111	K24226
OG0001038	K01204
OG0005767	K03761
OG0004145	K01667
OG0001384	K21804
OG0000312	K00029
OG0005900	K00485
OG0002646	K01188
OG0005965	K15104
OG0001688	K01626
OG0003190	K01285
OG0009612	K08963
OG0008475	K14376
OG0000486	K15042
OG0008962	K09022
OG0007272	K17535
OG0003660	K19525
OG0006065	K12590
OG0001250	K02109
OG0002941	K24756
OG0004516	K10669
OG0009891	K15322
OG0000173	K21440
OG0002279	K04371
OG0004891	K13412
OG0006751	K18417
OG0001337	K23164
OG0001948	K08803
OG0009066	K04461
OG0003916	K18912
OG0007611	K04718
OG0002712	K01711
OG0002184	K12035
OG0001556	K01103
OG0001281	K05181
OG0008816	K03144
OG0002764	K06180
OG0000355	K04771
OG0002709	K19199
OG0003769	K01081
OG0002209	K15382
OG0001295	K14326
OG0001007	K06027
OG0004455	K14617
OG0007461	K17458
OG0009791	K22684
OG0007023	K25616
OG0006939	K02725
OG0000061	K15504
OG0006672	K12620
OG0001523	K13207
OG0002942	K01736
OG0000246	K14440
OG0004071	K11450
OG0006634	K10085
OG0002761	K09586
OG0007273	K09255
OG0008932	K15502
OG0000331	K12410
OG0000862	K10956
OG0009773	K19041
OG0006057	K06689
OG0002578	K08287
OG0003214	K21970
OG0009987	K24796
OG0004297	K10753
OG0001621	K24512
OG0003929	K00876
OG0001827	K02945
OG0008942	K22745
OG0002875	K02737
OG0006780	K10203
OG0001875	K06990
OG0008066	K13117
OG0007161	K18467
OG0000016	K09512
OG0006906	K16339
OG0008780	K01205
OG0000480	K04460
OG0001347	K04905
OG0007306	K09255
OG0001047	K10592
OG0009815	K12024
OG0001794	K12603
OG0005126	K21813
OG0007797	K17630
OG0008726	K00522
OG0004135	K12132
OG0006026	K06911
OG0008235	K11108
OG0006361	K01784
OG0009016	K14807
OG0004481	K12618
